	model_name	compartment	formula	n_parameters	x_traits	y_trait	x_trait	R2	Pr(>|t|)	Estimate	Std. Error	t value	CI lower	CI upper	estimated_parameter	parameter_value	n	AIC	AICc	delta_AICc	best_model	filter_column	filter_value	trait_table	tree	results_dir	FDR_q	analysis_label
145	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	(Intercept)	0.535881123	0.413646048	5.706620719	6.835237959	0.834882524	-7.69044568	19.10368712	delta : 1 (95% CI  0.29836430335127  -  NA )	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
149	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude	3	"tissue_Endozoicomonas,latitude"	perc_dis	(Intercept)	0.477539711	0.402787872	3.331201132	3.908081076	0.852387928	-4.328637777	10.99104004	kappa : 0.439955057862104 (95% CI  NA  -  NA )	0.439955058	26	157.492181	158.58309	4.543490542	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
151	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	(Intercept)	0.542592045	0.148351062	7.233648731	4.811374522	1.503447445	-2.196645332	16.66394279	kappa : 0.318176115696801 (95% CI  NA  -  0.998037176569716 )	0.318176116	25	153.3425648	156.5004595	2.578454006	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
157	BM	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	(Intercept)	0.484938168	0.030563384	24.07704151	10.44773819	2.304521905	3.599474659	44.55460835	All parameters fixed	1	26	160.6224648	161.7133739	7.576050293	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
161	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	(Intercept)	0.370253101	0.689905208	2.812989448	6.961907654	0.404054404	-10.83234955	16.45832845	delta : 1 (95% CI  0.325302602505045  -  NA )	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
168	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	(Intercept)	0.514529038	0.046953608	22.1180176	10.50821815	2.104830456	1.521910023	42.71412517	delta : 1 (95% CI  0.306567476218125  -  NA )	1	26	161.0841104	162.9888723	6.558825437	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
170	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude	3	"tissue_Endozoicomonas,latitude"	perc_dis	(Intercept)	0.490766729	0.611794803	3.092092771	6.009619012	0.514523926	-8.686760494	14.87094603	All parameters fixed	1	26	160.3265653	161.4174744	7.377874904	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
173	BM	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	(Intercept)	0.370253101	0.689905208	2.812989448	6.961907654	0.404054404	-10.83234955	16.45832845	All parameters fixed	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
177	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	(Intercept)	0.461126301	0.208627664	8.984898004	6.926286328	1.297217236	-4.590623198	22.56041921	All parameters fixed	1	25	158.9391264	160.9391264	9.974848497	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
182	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	(Intercept)	0.51647211	0.363647016	6.138469613	6.617108049	0.927666523	-6.831062163	19.10800139	All parameters fixed	1	26	160.9798379	162.8845998	6.415511752	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
46	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	depth	0.461126301	0.067875283	-1.102727249	0.572830723	-1.925049066	-2.225475467	0.020020969	All parameters fixed	1	25	158.9391264	160.9391264	9.974848497	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
49	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	depth	0.535881123	0.431471508	-0.511193947	0.636684901	-0.802899434	-1.759096353	0.736708459	All parameters fixed	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
50	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	depth	0.461126301	0.067875283	-1.102727249	0.572830723	-1.925049066	-2.225475467	0.020020969	delta : 1 (95% CI  0.313304126959618  -  NA )	1	25	158.9391264	160.9391264	9.974848497	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
54	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	depth	0.514529038	0.259281342	-0.688235755	0.594331371	-1.158000046	-1.853125243	0.476653733	All parameters fixed	1	26	161.0841104	162.9888723	6.558825437	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
56	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	depth	0.518540381	0.308620904	-0.654233729	0.626235438	-1.044708889	-1.881655187	0.57318773	delta : 1 (95% CI  0.306748250004833  -  NA )	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
68	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	depth	0.535881123	0.431471508	-0.511193947	0.636684901	-0.802899434	-1.759096353	0.736708459	delta : 1 (95% CI  0.29836430335127  -  NA )	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
77	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	depth	0.559190289	0.187559689	-0.867177154	0.635515371	-1.364525853	-2.112787282	0.378432974	kappa : 0.171310499966546 (95% CI  NA  -  0.860485022384522 )	0.1713105	25	152.6489727	155.8068675	1.730212702	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
82	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	depth	0.530279176	0.312749839	-0.658136437	0.634648276	-1.037009729	-1.902047058	0.585774184	delta : 1 (95% CI  0.296969880566974  -  NA )	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
88	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	depth	0.558754384	0.199771766	-0.865792178	0.651739739	-1.328432389	-2.143202067	0.41161771	kappa : 0.184041996926745 (95% CI  NA  -  0.907112906737849 )	0.184041997	25	154.6399025	159.3065691	1.790478993	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
94	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	depth	0.530279176	0.312749839	-0.658136437	0.634648276	-1.037009729	-1.902047058	0.585774184	All parameters fixed	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
107	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	depth	0.518540381	0.308620904	-0.654233729	0.626235438	-1.044708889	-1.881655187	0.57318773	All parameters fixed	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
119	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	depth	0.458359074	0.05342623	-1.115775219	0.548022434	-2.036002815	-2.18989919	-0.041651248	All parameters fixed	1	26	161.9306894	163.0215984	9.361498003	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
120	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	depth	0.494406212	0.049132605	-1.230872426	0.592551568	-2.077241024	-2.392273499	-0.069471352	kappa : 0.21055177034392 (95% CI  NA  -  0.88778994357193 )	0.21055177	26	156.7628228	157.8537319	4.193631468	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
131	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	depth	0.51647211	0.291202738	-0.650749856	0.601729748	-1.081465323	-1.830140163	0.52864045	All parameters fixed	1	26	160.9798379	162.8845998	6.415511752	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
133	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	depth	0.542592045	0.288244635	-0.737103854	0.675625	-1.090995528	-2.061328855	0.587121147	kappa : 0.318176115696801 (95% CI  NA  -  0.998037176569716 )	0.318176116	25	153.3425648	156.5004595	2.578454006	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
136	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	depth	0.503929316	0.061207667	-1.220722272	0.617174165	-1.977921861	-2.430383635	-0.01106091	kappa : 0.163934296341628 (95% CI  NA  -  0.870845518993957 )	0.163934296	25	153.622335	155.622335	4.658057143	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
142	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	depth	0.518213643	0.173137391	-0.896789385	0.636973368	-1.407891492	-2.145257187	0.351678416	kappa : 0.349785027443148 (95% CI  NA  -  NA )	0.349785027	26	157.3201584	159.2249203	2.755832264	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
146	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	depth	0.51647211	0.291202738	-0.650749856	0.601729748	-1.081465323	-1.830140163	0.52864045	delta : 1 (95% CI  0.297549740337073  -  NA )	1	26	160.9798379	162.8845998	6.415511752	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
160	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	depth	0.458359074	0.05342623	-1.115775219	0.548022434	-2.036002815	-2.18989919	-0.041651248	delta : 1 (95% CI  0.312945701379965  -  NA )	1	26	161.9306894	163.0215984	9.361498003	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
172	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	depth	0.514529038	0.259281342	-0.688235755	0.594331371	-1.158000046	-1.853125243	0.476653733	delta : 1 (95% CI  0.306567476218125  -  NA )	1	26	161.0841104	162.9888723	6.558825437	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
180	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	depth	0.547396346	0.158163668	-0.889408636	0.608785458	-1.460955784	-2.082628132	0.303810861	kappa : 0.228999438048949 (95% CI  NA  -  0.883955336365318 )	0.228999438	26	155.8393584	157.7441203	1.314073467	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
91	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	latitude	0.51647211	0.118176579	-0.097207061	0.059780626	-1.626062956	-0.214377088	0.019962965	All parameters fixed	1	26	160.9798379	162.8845998	6.415511752	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
98	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude	3	"tissue_Endozoicomonas,latitude"	perc_dis	latitude	0.490766729	0.023650643	-0.127933403	0.052791009	-2.423393787	-0.23140378	-0.024463026	delta : 1 (95% CI  0.299194224845177  -  NA )	1	26	160.3265653	161.4174744	7.377874904	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
116	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	latitude	0.542592045	0.165693072	-0.118471769	0.082344575	-1.438731917	-0.279867137	0.042923599	kappa : 0.318176115696801 (95% CI  NA  -  0.998037176569716 )	0.318176116	25	153.3425648	156.5004595	2.578454006	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
118	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	latitude	0.518213643	0.249257663	-0.08401237	0.070988763	-1.18346012	-0.223150345	0.055125606	kappa : 0.349785027443148 (95% CI  NA  -  NA )	0.349785027	26	157.3201584	159.2249203	2.755832264	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
125	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	latitude	0.535881123	0.087812566	-0.118666243	0.066116097	-1.794816228	-0.248253792	0.010921306	All parameters fixed	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
