Disease_Trait,Diversity_Trait,Filtered_column,Filtered_Value,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,Best_Model
perc_bbd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.916513358,0.000488143,-0.042968894,3.900820566,0.108299604028515 + 2.09339060144906 - -1.82660939855094,"lambda=l,delta=ML,kappa=1",3 -/+ 1.67259003567816,-5.093622619,-4.548168074,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.931697843,0.000326355,-0.043137716,3.909981898,0.116937156742642 + 2.07273140047301 - -1.84726859952699,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.484277958645258,-11.89705409,-11.35159955,Model_3l_AIC,Model_3l_AICc,n
perc_wd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.641489391,0.00958674,-0.033474706,3.88826191,0.122603637659701 + 2.25561887655775 - -1.66438112344225,"lambda=1,delta=1,kappa=1",NA,1.135770977,1.681225523,,,n
perc_wd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.416307271,0.028929611,-0.013290841,3.878113046,0.129008041361644 + 1.99996753188102 - -1.92003246811898,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.546921286211,-18.93482014,-18.3893656,,,y
perc_wd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.625133039,0.010550843,-0.032468686,3.887869323,0.117762211325799 + 2.09161340128189 - -1.82838659871811,"lambda=l,delta=ML,kappa=1",3 -/+ 1.67734798215056,-5.3465885,-4.801133954,,,n
perc_wd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.544893837,0.016154455,-0.026621438,3.889727225,0.122587161093072 + 2.07174549500986 - -1.84825450499014,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.477614128123572,-12.2960529,-11.75059836,Model_3l_AIC,Model_3l_AICc,n
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.170538396,0.338569328,0.206283193,3.479440418,0.946959984174288 + 2.8739305103776 - -1.0460694896224,"lambda=1,delta=1,kappa=1",NA,19.53766198,22.53766198,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.124303446,0.405115756,0.286138907,3.686712296,0.483945213994181 + 2.26232463928428 - -1.65767536071572,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.754427944235373,12.85815337,15.85815337,,,y
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.182702533,0.323502124,0.188202549,3.599343013,0.697790837445611 + 2.54319706836345 - -1.37680293163655,"lambda=l,delta=ML,kappa=1",3 -/+ 0.609584534702513,16.76997511,19.76997511,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.140145125,0.380406398,0.256487677,3.547710764,0.836876872766838 + 2.59837221819165 - -1.32162778180835,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.3245557106042,16.91355739,19.91355739,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.667838783,0.039844946,-0.152186064,3.431993389,0.183655031520812 + 2.8821889330812 - -1.0378110669188,"lambda=1,delta=1,kappa=1",NA,22.14648926,25.14648926,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.347776837,0.17666229,0.011994748,3.322831486,0.241421144728479 + 2.25029900093202 - -1.66970099906798,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.718765486643941,15.13315069,18.13315069,,,y
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.559563575,0.072399819,-0.113120217,3.382169799,0.198617634176041 + 2.49374807433886 - -1.42625192566114,"lambda=l,delta=ML,kappa=1",3 -/+ 0.769357304190188,18.97967555,21.97967555,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.663360588,0.040973138,-0.150832235,3.518726028,0.145547819779559 + 2.56075001767787 - -1.35924998232213,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.51756172828726,19.9715445,22.9715445,Model_3l_AIC,Model_3l_AICc,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.422496204,0.132320356,-0.041215572,2.278689033,0.365827899106521 + 2.86140819563083 - -1.05859180436917,"lambda=1,delta=1,kappa=1",NA,21.43758377,24.43758377,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.226253269,0.275672093,0.130806511,2.6124413,0.314245829871542 + 2.24536767565369 - -1.67463232434631,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.698848697412009,14.2362949,17.2362949,,,y
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.366656804,0.1645035,-0.0025958,2.459597955,0.333155274855449 + 2.49129616368486 - -1.42870383631514,"lambda=l,delta=ML,kappa=1",3 -/+ 0.776386556855981,18.24765306,21.24765306,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.379514556,0.156612544,-0.012064947,2.398889098,0.2749204726041 + 2.5394590079225 - -1.3805409920775,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.44583770221275,19.07209618,22.07209618,Model_3l_AIC,Model_3l_AICc,n
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.177553785,0.329775971,0.195731165,2.746119089,3.788559079,"lambda=1,delta=1,kappa=1",NA,8.545276387,11.54527639,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.188856892,0.316192245,0.179430695,3.262086518,3.670474428,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.861595446595918,3.257543898,6.257543898,,,y
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.203636801,0.299420951,0.159305142,3.019323971,3.736112784,"lambda=l,delta=ML,kappa=1",3 -/+ 0.531883230844711,6.055890239,9.055890239,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.163107061,0.348211082,0.217853299,2.833152414,3.753452455,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 1.86568987368435,6.968684869,9.968684869,Model_3l_AIC,Model_3l_AICc,n
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.126619463,0.401357413,0.281628895,3.702688111,0.0801633994378373 + 2.35390528839002 - -1.56609471160998,"lambda=1,delta=1,kappa=1",NA,7.754645351,10.75464535,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.340657713,0.181433197,0.017719837,3.84665187,3.67806364,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,4.516691241,7.516691241,,,y
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.251706264,0.251330992,0.101597191,3.790798423,3.81574078,"lambda=l,delta=ML,kappa=1",3 -/+ 0.130405414767926,6.520618615,9.520618615,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.167673362,0.342245477,0.210694572,3.734794865,0.029116149623574 + 2.3152834625235 - -1.6047165374765,"lambda=1,delta=1,kappa=ML",0.513475018200863 -/+ 2.5839772955847,7.591985934,10.59198593,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.526485903,0.084738029,-0.098314365,3.597584986,3.649762669,"lambda=1,delta=1,kappa=1",NA,10.72646451,13.72646451,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.413997866,0.136882776,-0.035740669,3.673039349,3.618630277,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.779444834047749,4.887659782,7.887659782,,,y
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.501618787,0.094842203,-0.086189356,3.638602709,3.636285589,"lambda=l,delta=ML,kappa=1",3 -/+ 0.669744493053913,7.849304829,10.84930483,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.574574461,0.067193268,-0.119368079,3.673762607,3.6519002,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 2.03674597170932,9.478025755,12.47802575,Model_3l_AIC,Model_3l_AICc,n
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.11869115,0.414449596,0.297339515,3.856302903,0.227693509389335 + 2.07237147628638 - -1.84762852371362,"lambda=1,delta=1,kappa=1",NA,-9.80555969,-6.80555969,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.025574172,0.663970966,0.59676516,3.853328953,0.236428837765233 + 2.01072314376287 - -1.90927685623713,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,-12.13351422,-9.133514222,,,y
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.055651822,0.552137733,0.46256528,3.852180009,0.237614623425059 + 2.0368221085165 - -1.8831778914835,"lambda=l,delta=ML,kappa=1",3 -/+ 0.34449289193636,-11.60848247,-8.608482468,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.05077489,0.566834956,0.480201947,3.844798994,0.230481461678247 + 2.04832547509885 - -1.87167452490115,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 2.45555897944254,-10.77694399,-7.776943985,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.907450374,0.002980894,-0.196422927,0.0174427644720363 + 2.10266214655056 - -1.81733785344944,0.089209979546667 + 2.08280156276991 - -1.83719843723009,"lambda=1,delta=1,kappa=1",NA,-6.080036024,-3.080036024,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.92056442,0.002194247,-0.197366903,0.0143786731947982 + 2.09712417229312 - -1.82287582770688,0.0928247407893425 + 2.06498524614672 - -1.85501475385328,"lambda=ML,delta=1,kappa=1",0.825049195745872 -/+ NA,-6.228172625,-3.228172625,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.956827808,0.00064713,-0.199223444,3.911816911,0.0960368765854097 + 2.06233660990051 - -1.85766339009949,"lambda=l,delta=ML,kappa=1",1.74330196022248 -/+ 0.0806994195105311,-6.259656848,-3.259656848,,,y
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.908397372,0.002920026,-0.196495969,0.0175617324065364 + 2.10512893669695 - -1.81487106330305,0.0900911397653624 + 2.09242351045427 - -1.82757648954573,"lambda=1,delta=1,kappa=ML",1.26929685470637 -/+ NA,-6.139354874,-3.139354874,Model_3d_AIC,Model_3d_AICc,n
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.813136458,0.012265487,-0.185281415,0.065301457454424 + 2.22206896047729 - -1.69793103952271,0.0813314396585548 + 2.08567961621296 - -1.83432038378704,"lambda=1,delta=1,kappa=1",NA,-6.145527904,-3.145527904,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.801021758,0.013930667,-0.1832832,0.0662217129367156 + 2.20916279058379 - -1.71083720941621,0.0835137717671776 + 2.06887791649464 - -1.85112208350536,"lambda=ML,delta=1,kappa=1",0.839152173544118 -/+ NA,-6.30883201,-3.30883201,,,y
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.925136587,0.001948444,-0.197661867,0.0259488230424488 + 2.2226426180351 - -1.6973573819649,0.0880962870458704 + 2.06949632460979 - -1.85050367539021,"lambda=l,delta=ML,kappa=1",1.56790641810571 -/+ 0.0730976124939127,-6.266330637,-3.266330637,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,101527,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.827411391,0.010444005,-0.187467195,0.0607450012913168 + 2.2244309011037 - -1.6955690988963,0.0826699914884947 + 2.09417976499789 - -1.82582023500211,"lambda=1,delta=1,kappa=ML",1.23420710035235 -/+ NA,-6.191140301,-3.191140301,Model_3l_AIC,Model_3l_AICc,n
